Date,Close/Last,Volume,Open,High,Low
11/12/2021,$7.17,1532103,$6.99,$7.21,$6.97
11/11/2021,$6.97,966985,$6.97,$7.04,$6.83
11/10/2021,$6.92,2093144,$7.07,$7.16,$6.85
11/09/2021,$7.07,2170544,$7.11,$7.34,$7.03
11/08/2021,$7.16,1314844,$7.05,$7.235,$7.0101
11/05/2021,$7.02,1451977,$7.2,$7.27,$7.02
11/04/2021,$7.18,1308239,$7.25,$7.45,$7.17
11/03/2021,$7.23,2674826,$7.14,$7.42,$7.09
11/02/2021,$7.17,2063733,$7.03,$7.2199,$6.98
11/01/2021,$7.04,2150249,$6.8,$7.07,$6.75
10/29/2021,$6.79,1843192,$6.75,$6.87,$6.71
10/28/2021,$6.76,3156194,$6.5,$7.12,$6.46
10/27/2021,$6.5,2034222,$6.63,$6.65,$6.49
10/26/2021,$6.59,2922610,$6.85,$6.85,$6.59
10/25/2021,$6.86,7125827,$6.8,$7.32,$6.57
10/22/2021,$6.78,5494959,$7.01,$7.05,$6.645
10/21/2021,$7.05,2321604,$7.15,$7.3199,$7.02
10/20/2021,$7.21,2098609,$7.35,$7.35,$7.03
10/19/2021,$7.41,8440391,$7.2,$7.83,$7.15
10/18/2021,$7.15,1639668,$7,$7.25,$6.96
10/15/2021,$7.01,1231242,$7.1,$7.18,$7
10/14/2021,$7.01,1893073,$6.91,$7.1,$6.91
10/13/2021,$6.94,1024621,$6.89,$6.97,$6.84
10/12/2021,$6.89,749234,$6.96,$6.98,$6.855
10/11/2021,$6.9,686349,$6.83,$6.99,$6.81
10/08/2021,$6.87,848502,$6.93,$7,$6.8566
10/07/2021,$6.89,1315066,$6.74,$6.98,$6.717
10/06/2021,$6.71,2210923,$6.63,$6.7499,$6.52
10/05/2021,$6.72,1085047,$6.72,$6.74,$6.62
10/04/2021,$6.67,1526437,$6.91,$6.95,$6.65
10/01/2021,$6.96,1535705,$6.89,$7.015,$6.78
09/30/2021,$6.81,1463193,$6.8,$6.85,$6.67
09/29/2021,$6.78,2399737,$7.06,$7.1,$6.78
09/28/2021,$7.05,1254607,$7.13,$7.21,$7
09/27/2021,$7.21,2042607,$7,$7.3483,$6.96
09/24/2021,$7.04,793529,$7.14,$7.18,$7.01
09/23/2021,$7.19,1109414,$7.11,$7.23,$7.06
09/22/2021,$7.06,1327900,$7.1,$7.21,$7.03
09/21/2021,$7.02,1135837,$6.96,$7.07,$6.895
09/20/2021,$6.92,2263665,$7.05,$7.13,$6.82
09/17/2021,$7.25,1689912,$7.12,$7.3,$7.1
09/16/2021,$7.12,1358693,$6.91,$7.2,$6.875
09/15/2021,$6.98,1943127,$6.94,$7.025,$6.79
09/14/2021,$6.93,1605202,$7.12,$7.26,$6.9
09/13/2021,$7.12,1411705,$7.02,$7.21,$6.93
09/10/2021,$7,1579574,$7.26,$7.295,$6.99
09/09/2021,$7.24,1765008,$7.01,$7.38,$7.01
09/08/2021,$7.03,1354063,$7.27,$7.27,$6.96
09/07/2021,$7.26,1711198,$7.25,$7.35,$7.17
09/03/2021,$7.22,1016474,$7.27,$7.3985,$7.145
09/02/2021,$7.29,1535330,$7.17,$7.44,$7.15
09/01/2021,$7.16,898827,$7.26,$7.34,$7.15
08/31/2021,$7.28,1463619,$7.15,$7.37,$7.11
08/30/2021,$7.23,1105337,$7.33,$7.38,$7.08
08/27/2021,$7.21,1162522,$7.12,$7.385,$7.12
08/26/2021,$7.1,1193126,$7.14,$7.405,$7.1
08/25/2021,$7.11,1663122,$7.22,$7.3,$7.0499
08/24/2021,$7.23,2025874,$7.05,$7.32,$6.99
08/23/2021,$7.01,1489322,$6.97,$7.03,$6.88
08/20/2021,$6.86,1148708,$6.73,$7.03,$6.69
08/19/2021,$6.73,1823554,$6.94,$6.97,$6.66
08/18/2021,$6.88,1729889,$6.89,$7.075,$6.7716
08/17/2021,$6.86,2949180,$7.08,$7.15,$6.78
08/16/2021,$7.16,1791809,$7.35,$7.35,$7.0525
08/13/2021,$7.45,1293974,$7.73,$7.77,$7.44
08/12/2021,$7.74,1666543,$7.44,$7.83,$7.44
08/11/2021,$7.51,2013341,$7.24,$7.57,$7.15
08/10/2021,$7.24,2592169,$7.4,$7.485,$7.11
08/09/2021,$7.41,1176235,$7.49,$7.54,$7.37
08/06/2021,$7.52,743129,$7.51,$7.6,$7.38
08/05/2021,$7.47,1157183,$7.23,$7.59,$7.2
08/04/2021,$7.23,1634740,$7.34,$7.39,$7.1
08/03/2021,$7.42,2902503,$7.44,$7.92,$7.27
08/02/2021,$7.45,1312665,$7.45,$7.61,$7.38
07/30/2021,$7.38,1156642,$7.25,$7.51,$7.22
07/29/2021,$7.26,801236,$7.48,$7.56,$7.25
07/28/2021,$7.31,1324443,$7.19,$7.476,$7.16
07/27/2021,$7.18,1351102,$7.19,$7.2435,$6.97
07/26/2021,$7.28,799682,$7.24,$7.4322,$7.17
07/23/2021,$7.27,1201367,$7.36,$7.42,$7.05
07/22/2021,$7.35,1110591,$7.78,$7.78,$7.34
07/21/2021,$7.79,1371285,$7.6,$7.8,$7.575
07/20/2021,$7.54,1924070,$7.15,$7.66,$7.03
07/19/2021,$7.12,1810883,$7,$7.2,$6.84
07/16/2021,$7.06,1581268,$7.38,$7.4,$7
07/15/2021,$7.39,2293968,$7.41,$7.76,$7.25
07/14/2021,$7.42,1542794,$7.69,$7.78,$7.4
07/13/2021,$7.69,1056915,$7.9,$7.93,$7.68
07/12/2021,$7.98,1411903,$8.14,$8.16,$7.855
07/09/2021,$8.11,1057166,$8.05,$8.14,$7.911
07/08/2021,$8.01,1707432,$7.66,$8.04,$7.58
07/07/2021,$7.84,1350887,$8,$8.05,$7.73
07/06/2021,$8.02,1783034,$8,$8.0683,$7.77
07/02/2021,$8.05,1757749,$8.33,$8.38,$7.94
07/01/2021,$8.32,1992782,$8.43,$8.43,$8.08
06/30/2021,$8.32,1714675,$8.575,$8.59,$8.32
06/29/2021,$8.64,3597421,$8.84,$9.18,$8.53
06/28/2021,$8.81,1321882,$8.93,$8.99,$8.71
06/25/2021,$8.95,5368175,$9.18,$9.3001,$8.905
06/24/2021,$9.17,1483886,$9.06,$9.2,$8.95
06/23/2021,$9.05,2298545,$8.91,$9.2282,$8.9
06/22/2021,$8.93,3526169,$8.54,$9.03,$8.52
06/21/2021,$8.56,2476714,$8.8,$8.83,$8.36
06/18/2021,$8.76,2166944,$8.87,$9.07,$8.725
06/17/2021,$9,3522560,$8.96,$9.4899,$8.92
06/16/2021,$9.11,2590756,$8.61,$9.1589,$8.58
06/15/2021,$8.81,3750163,$9.17,$9.47,$8.7
06/14/2021,$9.21,3514040,$9.3,$9.61,$8.86
06/11/2021,$9.24,3392508,$9.16,$9.5475,$9.1398
06/10/2021,$9.14,6687726,$9.9,$10.0693,$9.12
06/09/2021,$9.77,10101820,$10.37,$10.52,$9.6
06/08/2021,$11.05,26139210,$8.77,$11.26,$8.721
06/07/2021,$8.67,3741549,$8.3,$8.84,$8.14
06/04/2021,$8.3,4699908,$8.15,$8.59,$8.14
06/03/2021,$8.06,4684986,$8.5,$8.65,$7.8905
06/02/2021,$8.66,14310830,$7.52,$8.935,$7.5
06/01/2021,$7.51,3033534,$7.14,$7.61,$7.11
05/28/2021,$7.12,2858550,$7.47,$7.57,$7.11
05/27/2021,$7.42,4294126,$7.06,$7.64,$7.02
05/26/2021,$7.02,2112269,$6.69,$7.11,$6.69
05/25/2021,$6.66,2021998,$6.5,$6.77,$6.44
05/24/2021,$6.48,3268426,$6.76,$6.76,$6.37
05/21/2021,$6.71,2640643,$6.76,$7.13,$6.64
05/20/2021,$6.69,1313195,$6.6,$6.7187,$6.51
05/19/2021,$6.59,2138422,$6.7,$6.79,$6.46
05/18/2021,$6.87,1251808,$6.88,$7,$6.69
05/17/2021,$6.87,1943119,$6.66,$6.94,$6.5
05/14/2021,$6.75,2254227,$6.5,$6.81,$6.38
05/13/2021,$6.44,4282123,$6.87,$6.89,$6.29
05/12/2021,$6.78,2487719,$7.08,$7.14,$6.78
05/11/2021,$7.19,2151735,$6.83,$7.25,$6.74
05/10/2021,$7.02,1653380,$7.15,$7.285,$7.02
05/07/2021,$7.28,2377697,$6.88,$7.3489,$6.8799
05/06/2021,$6.87,2408379,$7,$7,$6.67
05/05/2021,$7.02,1154724,$7.15,$7.19,$6.97
05/04/2021,$7.16,2883462,$7.31,$7.32,$6.94
05/03/2021,$7.43,1131315,$7.55,$7.57,$7.31
04/30/2021,$7.46,1330910,$7.5,$7.57,$7.3
04/29/2021,$7.53,2392510,$7.9,$7.94,$7.41
04/28/2021,$7.82,1637938,$7.71,$7.955,$7.56
04/27/2021,$7.74,1658516,$7.89,$7.89,$7.61
04/26/2021,$7.84,4662369,$7.54,$7.95,$7.43
04/23/2021,$7.48,2262113,$7.2,$7.64,$7.09
04/22/2021,$7.21,2115263,$7.44,$7.57,$7.2
04/21/2021,$7.36,2130765,$7,$7.405,$6.88
04/20/2021,$7.11,2174495,$7.29,$7.4,$7.01
04/19/2021,$7.36,1857579,$7.5,$7.5182,$7.17
04/16/2021,$7.42,2153419,$7.2,$7.47,$7.1
04/15/2021,$7.26,1986002,$7.48,$7.48,$7.13
04/14/2021,$7.36,3557081,$7.29,$7.78,$7.29
04/13/2021,$7.29,2714884,$7.28,$7.365,$7.04
04/12/2021,$7.25,6250826,$7.93,$8,$7.2
04/09/2021,$7.91,2589288,$7.9,$8.111,$7.82
04/08/2021,$7.94,2133189,$8.08,$8.09,$7.85
04/07/2021,$8.03,1883732,$8.31,$8.41,$7.97
04/06/2021,$8.31,1422914,$8.41,$8.58,$8.27
04/05/2021,$8.34,2053237,$8.36,$8.59,$8.16
04/01/2021,$8.29,4892491,$8,$8.5,$7.8708
03/31/2021,$7.87,2783498,$8.09,$8.18,$7.7899
03/30/2021,$8.05,2276592,$7.97,$8.09,$7.68
03/29/2021,$7.96,2057719,$8.19,$8.3,$7.91
03/26/2021,$8.31,3402725,$8.2,$8.44,$8.02
03/25/2021,$8.1,5365732,$7.5,$8.3,$7.4636
03/24/2021,$7.65,4239611,$8.2,$8.3399,$7.64
03/23/2021,$8.09,2688113,$8.28,$8.37,$7.96
03/22/2021,$8.24,3704043,$8.38,$8.44,$8.1
03/19/2021,$8.32,3851340,$8.05,$8.4,$7.91
03/18/2021,$8.04,4371292,$8.36,$8.59,$8
03/17/2021,$8.48,10438940,$8.2,$8.48,$7.82
03/16/2021,$8.75,10662150,$9.57,$9.65,$8.71
03/15/2021,$9.53,8734758,$9.79,$10.54,$9.33
03/12/2021,$9.77,5943417,$9.24,$10.04,$9.08
03/11/2021,$9.53,10123180,$9.3,$10.12,$9.28
03/10/2021,$9.2,11188820,$8.78,$9.75,$8.47
03/09/2021,$8.62,10526050,$7.92,$9.09,$7.81
03/08/2021,$7.62,3419507,$7.66,$7.86,$7.4
03/05/2021,$7.6,5687531,$8.21,$8.21,$6.92
03/04/2021,$8.07,6439010,$8.5,$8.6099,$7.57
03/03/2021,$8.51,4471240,$9.19,$9.4,$8.46
03/02/2021,$9.17,4782374,$9.1,$9.81,$8.95
03/01/2021,$9.15,5903780,$8.96,$9.54,$8.66
02/26/2021,$8.62,3496959,$8.84,$9.07,$8.4
02/25/2021,$8.82,5120795,$9.38,$9.44,$8.66
02/24/2021,$9.09,7481437,$8.81,$9.7,$8.6601
02/23/2021,$8.8,7923838,$8.92,$8.98,$8.1
02/22/2021,$9.06,3390908,$9.15,$9.54,$9.02
02/19/2021,$9.34,3231727,$9.58,$9.7,$9.26
02/18/2021,$9.41,6957779,$9.6,$10.17,$9.24
02/17/2021,$9.93,4883846,$10.19,$10.26,$9.6
02/16/2021,$10.3,4191247,$10.83,$10.96,$10.28
02/12/2021,$10.78,3720241,$10.91,$11.14,$10.59
02/11/2021,$11.15,4508711,$11.6,$11.8197,$10.72
02/10/2021,$11.42,5766570,$12.26,$12.5,$11.0525
02/09/2021,$11.89,8279744,$11.25,$12.39,$11.03
02/08/2021,$11.34,6626920,$10.85,$11.5697,$10.72
02/05/2021,$10.72,5618016,$10.75,$11.28,$10.47
02/04/2021,$10.74,12170380,$10.37,$11.44,$10.1701
02/03/2021,$10.98,43527430,$9.44,$13.8,$9.35
02/02/2021,$9.44,5636092,$9.71,$9.97,$9.28
02/01/2021,$10.02,6601457,$9.9,$10.201,$9.32
01/29/2021,$9.59,7684576,$10.2,$10.55,$9.49
01/28/2021,$9.87,16196720,$11.5,$11.64,$9.4501
01/27/2021,$12.08,47906370,$12.72,$13.99,$10.71
01/26/2021,$9.43,7539967,$9.57,$9.79,$9.2302
01/25/2021,$9.55,10821170,$9.86,$10.3203,$9.03
01/22/2021,$9.46,9546947,$8.96,$9.77,$8.9101
01/21/2021,$9.19,7156642,$9.25,$9.6,$8.83
01/20/2021,$9.03,7941479,$9,$9.2071,$8.47
01/19/2021,$8.84,11016570,$8.14,$9.35,$8.1
01/15/2021,$8.14,3071655,$8.33,$8.37,$8.02
01/14/2021,$8.33,8530512,$7.94,$8.91,$7.85
01/13/2021,$7.99,3644070,$7.99,$8,$7.82
01/12/2021,$8.05,4073243,$8.1,$8.17,$7.88
01/11/2021,$8.12,4926303,$8.19,$8.28,$8.02
01/08/2021,$8.4,6920222,$8.61,$8.6749,$8.155
01/07/2021,$8.59,5395862,$8.24,$8.85,$8.2
01/06/2021,$8.16,4142674,$8.24,$8.6,$8.13
01/05/2021,$8.26,2679323,$8.11,$8.345,$8.06
01/04/2021,$8.17,3977393,$8.19,$8.37,$7.85
12/31/2020,$8.14,3959389,$8.62,$8.63,$8.11
12/30/2020,$8.62,4085735,$8.2,$8.72,$8.17
12/29/2020,$8.27,6260070,$8.3,$8.67,$8.04
12/28/2020,$8.37,6775714,$8.8,$8.8301,$8.15
12/24/2020,$8.72,4191964,$9.37,$9.375,$8.66
12/23/2020,$9.36,2968218,$9.47,$9.5,$9.23
12/22/2020,$9.52,3465894,$9.43,$9.62,$9.3
12/21/2020,$9.43,3678372,$9.28,$9.82,$9.263
12/18/2020,$9.59,4095975,$9.76,$9.99,$9.455
12/17/2020,$9.78,8456608,$9.21,$10.3,$9.19
12/16/2020,$9.34,4049882,$9.45,$9.55,$9.1238
12/15/2020,$9.55,4244999,$9.7,$9.75,$9.23
12/14/2020,$9.69,3932021,$9.84,$10.17,$9.61
12/11/2020,$10.1,6551480,$9.9,$10.12,$9.38
12/10/2020,$10,9824300,$10,$10.5,$9.77
12/09/2020,$9.66,18264430,$10.7,$10.73,$9.49
12/08/2020,$11.15,28934800,$13.13,$13.25,$10.95
12/07/2020,$12.04,134886000,$12.57,$14.18,$11.12
12/04/2020,$7.53,3978345,$7.29,$7.65,$7.234
12/03/2020,$7.23,2846734,$7.3,$7.42,$7.13
12/02/2020,$7.25,5438869,$7.15,$7.8,$6.91
12/01/2020,$7.22,5108476,$7.65,$7.7,$7.12
11/30/2020,$7.63,7203719,$7.5,$7.93,$7.33
11/27/2020,$7.46,6080869,$8.15,$8.16,$7.35
11/25/2020,$7.96,26067080,$6.9,$8.3,$6.84
11/24/2020,$6.97,4640693,$7.2,$7.22,$6.83
11/23/2020,$7.23,5552469,$7.29,$7.33,$6.95
11/20/2020,$7.21,3844970,$7.4,$7.43,$7.16
11/19/2020,$7.49,4344496,$7.08,$7.57,$7.05
11/18/2020,$7.1,4423042,$7.36,$7.55,$7.075
11/17/2020,$7.23,9336868,$6.79,$7.66,$6.79
11/16/2020,$6.88,4412221,$6.72,$6.96,$6.62
11/13/2020,$6.71,6324072,$6.8,$7.15,$6.705
11/12/2020,$6.73,6475606,$6.48,$7.08,$6.46
11/11/2020,$6.63,4950749,$6.53,$6.76,$6.36
11/10/2020,$6.68,5903106,$6.72,$6.89,$6.53
11/09/2020,$6.68,7899288,$6.77,$6.9235,$6.46
11/06/2020,$6.72,8246538,$7.14,$7.1499,$6.67
11/05/2020,$7.3,3948948,$7.13,$7.34,$7.06
11/04/2020,$7.16,7781883,$7.46,$7.52,$6.92
11/03/2020,$7.14,5098161,$7.04,$7.34,$6.95
11/02/2020,$6.96,3997812,$6.99,$7.13,$6.82
10/30/2020,$6.92,6404147,$7.28,$7.3021,$6.73
10/29/2020,$7.41,5628091,$7.24,$7.53,$7.12
10/28/2020,$7.21,6679952,$7.35,$7.52,$7.08
10/27/2020,$7.68,2936848,$7.87,$7.98,$7.64
10/26/2020,$7.88,7338125,$8.36,$8.38,$7.6
10/23/2020,$8.47,4162447,$8.54,$8.66,$8.31
10/22/2020,$8.48,6888412,$8.69,$8.76,$8.18
10/21/2020,$8.7,5436808,$8.94,$8.99,$8.66
10/20/2020,$8.91,5953565,$9.05,$9.37,$8.8611
10/19/2020,$8.88,15584650,$9.05,$9.62,$8.68
10/16/2020,$8.97,10661960,$9.41,$9.895,$8.93
10/15/2020,$9.33,4983775,$9.4,$9.64,$9.18
10/14/2020,$9.57,5415329,$9.65,$9.74,$9.4
10/13/2020,$9.69,8605876,$9.36,$10.13,$9.36
10/12/2020,$9.58,11475230,$10.03,$10.49,$9.36
10/09/2020,$10.01,39465070,$8.87,$10.77,$8.85
10/08/2020,$8.86,4609934,$9,$9.085,$8.74
10/07/2020,$8.98,6048375,$8.91,$9.06,$8.74
10/06/2020,$8.75,8445789,$8.97,$9.32,$8.71
10/05/2020,$9.03,10434520,$8.76,$9.36,$8.58
10/02/2020,$8.76,7798671,$8.43,$9.05,$8.32
10/01/2020,$8.82,6346682,$8.88,$9.1278,$8.67
09/30/2020,$8.82,8557689,$8.85,$9.49,$8.71
09/29/2020,$9,5133892,$9.12,$9.29,$8.86
09/28/2020,$9.31,7260553,$9.36,$9.605,$8.95
09/25/2020,$9.32,9915964,$9.01,$9.49,$8.95
09/24/2020,$8.77,17876190,$8.34,$9.69,$7.82
09/23/2020,$8.93,17583690,$9.76,$9.89,$8.69
09/22/2020,$10.04,21649410,$10.01,$10.79,$9.66
09/21/2020,$10.49,43448580,$10.15,$10.99,$9.26
09/18/2020,$12.11,150084000,$11.69,$12.51,$10.83
09/17/2020,$10.7,101916100,$8.48,$11.04,$8.01
09/16/2020,$8.51,188494200,$9.44,$11.44,$8.14
09/15/2020,$6.23,11014920,$6.48,$6.531,$5.9375
09/14/2020,$6.5,8882444,$6.23,$6.73,$6.11
09/11/2020,$6.4,20467760,$6.26,$6.6,$6.02
09/10/2020,$5.93,12752510,$5.82,$6.25,$5.73
09/09/2020,$5.82,15551760,$5.64,$6.53,$5.55
09/08/2020,$5.53,9758065,$5.9,$5.93,$5.51
09/04/2020,$6.1,8801284,$6.4,$6.5,$5.95
09/03/2020,$6.46,13400800,$7,$7.08,$6.41
09/02/2020,$7.16,19328670,$7.32,$7.5,$6.77
09/01/2020,$7.3,106471000,$9.48,$9.87,$7.21
08/31/2020,$5.98,19151160,$5.9,$6.37,$5.85
08/28/2020,$6.02,14025910,$5.86,$6.4,$5.66
08/27/2020,$5.88,11650310,$6.17,$6.24,$5.72
08/26/2020,$6.31,11812330,$6.75,$6.75,$6.085
08/25/2020,$6.76,13970330,$6.98,$7.44,$6.57
08/24/2020,$7,13844210,$6.83,$7.5,$6.7
08/21/2020,$6.88,26249300,$7,$8.02,$6.52
08/20/2020,$7.18,13743910,$7.78,$8,$7.09
08/19/2020,$7.79,32261460,$8.2,$9.09,$7.73
08/18/2020,$8.01,72777520,$7.34,$13.69,$6.68
08/17/2020,$7.64,9350305,$8.34,$8.37,$7.55
08/14/2020,$8.43,10571460,$9.07,$9.18,$8.22
08/13/2020,$9.2,8791176,$9.5,$9.67,$9.01
08/12/2020,$9.72,9539913,$10.4,$10.47,$9.54
08/11/2020,$10.01,19420170,$11.26,$11.35,$9.95
08/10/2020,$10.73,47435810,$8.9,$11.6,$8.5
08/07/2020,$14.88,16139250,$15.79,$16.75,$14.57
08/06/2020,$16.11,39493120,$15.11,$17.5,$14.8
08/05/2020,$14.9,25624900,$15.51,$16,$13.72
08/04/2020,$14.4,65895170,$15.08,$17.88,$12.86
08/03/2020,$14.94,47189250,$21.13,$21.16,$14.74
07/31/2020,$21.85,57453890,$25.02,$25.7,$20.27
07/30/2020,$29.83,98747520,$43.58,$44.44,$27.5
07/29/2020,$33.2,276020100,$18.43,$60,$17.5
07/28/2020,$7.94,284666800,$9.63,$11.8,$6
07/27/2020,$2.62,1645719,$2.13,$2.65,$2.13
07/24/2020,$2.1,74893,$2.11,$2.16,$2.09
07/23/2020,$2.14,80840,$2.14,$2.2,$2.09
07/22/2020,$2.16,52417,$2.2,$2.2,$2.1403
07/21/2020,$2.2,107208,$2.23,$2.26,$2.16
07/20/2020,$2.24,117171,$2.26,$2.28,$2.21
07/17/2020,$2.18,214990,$2.08,$2.2699,$2.08
07/16/2020,$2.11,76837,$2.04,$2.12,$2.04
07/15/2020,$2.08,134499,$2.07,$2.1,$2.035
07/14/2020,$2.06,138088,$2.02,$2.075,$2
07/13/2020,$2.02,118649,$2.12,$2.12,$2.01
07/10/2020,$2.1,114909,$2.09,$2.14,$2.06
07/09/2020,$2.09,145405,$2.15,$2.15,$2.0555
07/08/2020,$2.15,199667,$2.2,$2.229,$2.08
07/07/2020,$2.12,175268,$2.28,$2.28,$2.12
07/06/2020,$2.26,156105,$2.2,$2.27,$2.17
07/02/2020,$2.21,210439,$2.28,$2.32,$2.14
07/01/2020,$2.24,159239,$2.24,$2.29,$2.19
06/30/2020,$2.23,116724,$2.31,$2.39,$2.22
06/29/2020,$2.36,135769,$2.32,$2.4,$2.3
06/26/2020,$2.3,1971924,$2.42,$2.43,$2.27
06/25/2020,$2.42,501421,$2.25,$2.42,$2.1878
06/24/2020,$2.21,258096,$2.14,$2.25,$2.04
06/23/2020,$2.17,350121,$2.28,$2.31,$2.11
06/22/2020,$2.26,166592,$2.31,$2.3284,$2.22
06/19/2020,$2.36,192569,$2.3,$2.39,$2.265
06/18/2020,$2.24,235704,$2.32,$2.39,$2.2
06/17/2020,$2.33,164863,$2.48,$2.48,$2.33
06/16/2020,$2.44,140160,$2.46,$2.53,$2.4
06/15/2020,$2.42,248793,$2.4,$2.46,$2.35
06/12/2020,$2.45,172984,$2.5,$2.63,$2.4001
06/11/2020,$2.45,415399,$2.61,$2.72,$2.41
06/10/2020,$2.75,511861,$2.67,$2.9,$2.66
06/09/2020,$2.67,228341,$2.6,$2.75,$2.57
06/08/2020,$2.64,557951,$2.72,$2.78,$2.56
06/05/2020,$2.72,427557,$2.6,$2.82,$2.59
06/04/2020,$2.61,422423,$2.56,$2.7,$2.5
06/03/2020,$2.59,222011,$2.61,$2.66,$2.55
06/02/2020,$2.67,295232,$2.6,$2.72,$2.53
06/01/2020,$2.61,212850,$2.48,$2.68,$2.48
05/29/2020,$2.48,256762,$2.52,$2.69,$2.47
05/28/2020,$2.53,114741,$2.63,$2.68,$2.52
05/27/2020,$2.71,177366,$2.54,$2.74,$2.52
05/26/2020,$2.73,152591,$2.72,$2.85,$2.67
05/22/2020,$2.72,196606,$2.69,$2.73,$2.54
05/21/2020,$2.66,250271,$2.65,$2.72,$2.56
05/20/2020,$2.57,560096,$2.77,$2.97,$2.51
05/19/2020,$2.73,560377,$2.43,$2.8,$2.4
05/18/2020,$2.44,279277,$2.71,$2.75,$2.42
05/15/2020,$2.46,209340,$2.57,$2.59,$2.43
05/14/2020,$2.59,282110,$2.26,$2.6399,$2.25
05/13/2020,$2.3,343962,$2.5,$2.59,$2.22
05/12/2020,$2.69,259851,$2.71,$2.87,$2.68
05/11/2020,$2.67,477163,$2.79,$3.0098,$2.61
05/08/2020,$2.9,1778329,$2.13,$3.09,$2.13
05/07/2020,$2.11,494720,$2.17,$2.23,$2.03
05/06/2020,$2.03,285286,$2.19,$2.3,$1.97
05/05/2020,$2.13,127388,$2.3,$2.37,$2.1
05/04/2020,$2.28,89196,$2.13,$2.32,$2.05
05/01/2020,$2.2,104939,$2.17,$2.24,$2.12
04/30/2020,$2.25,234066,$2.4,$2.4,$2.2
04/29/2020,$2.45,349871,$2.3,$2.61,$2.3
04/28/2020,$2.29,115202,$2.14,$2.3,$2.14
04/27/2020,$2.16,211072,$2.25,$2.29,$2.1
04/24/2020,$2.22,464044,$2,$2.2901,$1.96
04/23/2020,$2,249199,$1.98,$2.07,$1.95
04/22/2020,$1.97,105874,$1.99,$2.01,$1.94
04/21/2020,$1.96,184107,$2.07,$2.08,$1.91
04/20/2020,$2.05,135660,$2.14,$2.15,$2.0399
04/17/2020,$2.14,83123,$2.21,$2.21,$2.0865
04/16/2020,$2.12,73365,$2.15,$2.16,$2.07
04/15/2020,$2.12,127981,$2.23,$2.23,$2.0058
04/14/2020,$2.22,208450,$2.2,$2.41,$2.14
04/13/2020,$2.17,99585,$2.2,$2.2,$2.08
04/09/2020,$2.16,265457,$2.03,$2.1799,$2.03
04/08/2020,$1.99,234032,$1.84,$2,$1.81
04/07/2020,$1.81,268744,$1.83,$1.8957,$1.7449
04/06/2020,$1.75,310444,$1.67,$1.775,$1.6501
04/03/2020,$1.6,171402,$1.67,$1.69,$1.57
04/02/2020,$1.67,315818,$1.61,$1.77,$1.6
04/01/2020,$1.65,145086,$1.62,$1.74,$1.61
03/31/2020,$1.73,212354,$1.85,$1.85,$1.69
03/30/2020,$1.73,222679,$1.76,$1.8,$1.7278
03/27/2020,$1.7,207266,$1.8,$1.81,$1.6701
03/26/2020,$1.82,478261,$1.81,$1.91,$1.77
03/25/2020,$1.83,582056,$1.85,$1.98,$1.79
03/24/2020,$1.7,388544,$1.68,$1.85,$1.68
03/23/2020,$1.55,375656,$1.61,$1.68,$1.5
03/20/2020,$1.59,583067,$1.71,$2,$1.59
03/19/2020,$1.67,473308,$1.62,$1.79,$1.62
03/18/2020,$1.59,552860,$1.73,$2,$1.55
03/17/2020,$1.78,378181,$1.81,$1.99,$1.7
03/16/2020,$1.89,416118,$2,$2,$1.74
03/13/2020,$2.01,293830,$2.19,$2.19,$1.87
03/12/2020,$2.04,270855,$2.18,$2.2,$2
03/11/2020,$2.33,226315,$2.35,$2.39,$2.25
03/10/2020,$2.46,307408,$2.48,$2.5,$2.4
03/09/2020,$2.27,348746,$2.4,$2.44,$2.181
03/06/2020,$2.61,203276,$2.6,$2.6948,$2.6
03/05/2020,$2.6,251888,$2.89,$2.9297,$2.53
03/04/2020,$2.95,75914,$3.05,$3.05,$2.91
03/03/2020,$2.94,146870,$3.14,$3.14,$2.865
03/02/2020,$3.15,165198,$3.11,$3.2,$3.02
02/28/2020,$3.11,251279,$2.88,$3.125,$2.8703
02/27/2020,$3.04,204522,$3.06,$3.18,$3.02
02/26/2020,$3.13,180664,$3.2,$3.32,$3.08
02/25/2020,$3.22,275772,$3.23,$3.2802,$3.2
02/24/2020,$3.23,328329,$3.31,$3.35,$3.17
02/21/2020,$3.49,122683,$3.54,$3.555,$3.43
02/20/2020,$3.58,212513,$3.51,$3.6,$3.426
02/19/2020,$3.6,99283,$3.6,$3.65,$3.51
02/18/2020,$3.57,165693,$3.55,$3.6,$3.47
02/14/2020,$3.6,216092,$3.54,$3.6,$3.46
02/13/2020,$3.53,195136,$3.45,$3.55,$3.4
02/12/2020,$3.47,85938,$3.4,$3.48,$3.4
02/11/2020,$3.38,190628,$3.37,$3.4588,$3.3401
02/10/2020,$3.33,232175,$3.48,$3.55,$3.27
02/07/2020,$3.54,155457,$3.43,$3.56,$3.4
02/06/2020,$3.43,109424,$3.4,$3.55,$3.4
02/05/2020,$3.48,81734,$3.51,$3.56,$3.43
02/04/2020,$3.51,142320,$3.35,$3.53,$3.32
02/03/2020,$3.35,114475,$3.4,$3.47,$3.34
01/31/2020,$3.41,98738,$3.46,$3.55,$3.41
01/30/2020,$3.49,183022,$3.57,$3.57,$3.32
01/29/2020,$3.52,183243,$3.58,$3.64,$3.455
01/28/2020,$3.56,114700,$3.52,$3.63,$3.49
