Date,Close/Last,Volume,Open,High,Low
01/27/2020,$3.49,178151,$3.5,$3.56,$3.3568
01/24/2020,$3.57,257902,$3.79,$3.79,$3.55
01/23/2020,$3.7,325840,$3.92,$3.9285,$3.6109
01/22/2020,$3.88,230065,$3.67,$3.96,$3.64
01/21/2020,$3.67,170886,$3.63,$3.75,$3.6
01/17/2020,$3.67,271863,$3.81,$3.82,$3.52
01/16/2020,$3.78,199929,$3.71,$3.85,$3.65
01/15/2020,$3.71,226999,$3.62,$3.84,$3.62
01/14/2020,$3.66,706581,$3.77,$4.09,$3.64
01/13/2020,$3.77,820710,$3.47,$3.8,$3.41
01/10/2020,$3.4,509228,$3.3,$3.6,$3.26
01/09/2020,$3.23,404151,$3.26,$3.48,$3.22
01/08/2020,$3.21,438140,$3.31,$3.4671,$3.21
01/07/2020,$3.27,760793,$3.71,$3.72,$3.26
01/06/2020,$3.75,370278,$4,$4.03,$3.75
01/03/2020,$4.03,242895,$4,$4.19,$3.92
01/02/2020,$4.03,1075240,$4.52,$4.6,$3.87
12/31/2019,$4.65,996231,$4.2,$4.775,$4.2
12/30/2019,$4.16,935219,$3.87,$4.39,$3.85
12/27/2019,$3.83,863333,$3.49,$4.07,$3.34
12/26/2019,$3.54,150048,$3.58,$3.58,$3.45
12/24/2019,$3.55,88605,$3.61,$3.64,$3.51
12/23/2019,$3.58,384102,$3.39,$3.69,$3.35
12/20/2019,$3.36,209511,$3.47,$3.55,$3.35
12/19/2019,$3.49,419911,$3.64,$3.65,$3.33
12/18/2019,$3.67,1082620,$3.25,$3.7566,$3.25
12/17/2019,$3.28,370777,$3,$3.3882,$2.95
12/16/2019,$3.01,274860,$3.11,$3.11,$2.93
12/13/2019,$3.11,253397,$3.16,$3.1671,$2.99
12/12/2019,$3.14,693636,$3,$3.29,$3
12/11/2019,$2.99,799271,$2.72,$3.24,$2.68
12/10/2019,$2.75,142955,$2.85,$2.9094,$2.72
12/09/2019,$2.83,262463,$2.75,$2.95,$2.7139
12/06/2019,$2.7,415616,$2.68,$2.9,$2.65
12/05/2019,$2.58,123186,$2.46,$2.6379,$2.46
12/04/2019,$2.49,51866,$2.48,$2.58,$2.4601
12/03/2019,$2.51,81919,$2.62,$2.62,$2.51
12/02/2019,$2.56,171230,$2.7,$2.7,$2.56
11/29/2019,$2.72,55425,$2.65,$2.72,$2.54
11/27/2019,$2.65,664728,$2.38,$2.8,$2.37
11/26/2019,$2.41,87193,$2.4,$2.44,$2.39
11/25/2019,$2.42,61987,$2.45,$2.45,$2.39
11/22/2019,$2.39,112564,$2.4,$2.43,$2.39
11/21/2019,$2.42,112826,$2.42,$2.4485,$2.36
11/20/2019,$2.45,52315,$2.5,$2.55,$2.45
11/19/2019,$2.47,122590,$2.46,$2.55,$2.46
11/18/2019,$2.49,46077,$2.43,$2.51,$2.4
11/15/2019,$2.43,66347,$2.33,$2.45,$2.33
11/14/2019,$2.35,40311,$2.36,$2.4,$2.35
11/13/2019,$2.4,255721,$2.41,$2.48,$2.36
11/12/2019,$2.44,64306,$2.48,$2.52,$2.41
11/11/2019,$2.52,414238,$2.45,$2.535,$2.45
11/08/2019,$2.53,118440,$2.7,$2.7,$2.48
11/07/2019,$2.66,111877,$2.66,$2.7,$2.56
11/06/2019,$2.68,42864,$2.7,$2.7035,$2.66
11/05/2019,$2.72,189154,$2.69,$2.8,$2.66
11/04/2019,$2.69,57166,$2.69,$2.72,$2.64
11/01/2019,$2.66,34045,$2.66,$2.7,$2.6314
10/31/2019,$2.67,20471,$2.68,$2.68,$2.61
10/30/2019,$2.67,40627,$2.65,$2.6931,$2.64
10/29/2019,$2.68,51846,$2.65,$2.7,$2.6
10/28/2019,$2.66,77045,$2.7,$2.73,$2.62
10/25/2019,$2.69,78664,$2.71,$2.8,$2.673
10/24/2019,$2.69,150664,$2.68,$2.75,$2.64
10/23/2019,$2.7,175994,$2.56,$2.74,$2.52
10/22/2019,$2.58,30745,$2.52,$2.59,$2.4971
10/21/2019,$2.55,56338,$2.51,$2.57,$2.4627
10/18/2019,$2.48,84124,$2.42,$2.49,$2.42
10/17/2019,$2.4,28681,$2.45,$2.45,$2.4
10/16/2019,$2.41,33348,$2.47,$2.49,$2.41
10/15/2019,$2.47,50704,$2.47,$2.51,$2.43
10/14/2019,$2.46,27925,$2.42,$2.49,$2.42
10/11/2019,$2.46,74802,$2.5,$2.5,$2.41
10/10/2019,$2.48,34456,$2.53,$2.59,$2.48
10/09/2019,$2.55,30919,$2.6,$2.6,$2.55
10/08/2019,$2.59,138178,$2.5,$2.65,$2.48
10/07/2019,$2.52,42165,$2.51,$2.55,$2.51
10/04/2019,$2.55,50456,$2.56,$2.6,$2.4796
10/03/2019,$2.53,45297,$2.51,$2.54,$2.41
10/02/2019,$2.5,69438,$2.55,$2.55,$2.43
10/01/2019,$2.55,78755,$2.67,$2.67,$2.48
09/30/2019,$2.64,38151,$2.67,$2.67,$2.595
09/27/2019,$2.65,57790,$2.69,$2.73,$2.62
09/26/2019,$2.7,43435,$2.75,$2.76,$2.6839
09/25/2019,$2.73,220717,$2.9,$2.9,$2.58
09/24/2019,$2.88,206750,$2.89,$2.9,$2.7887
09/23/2019,$2.87,118799,$2.76,$2.89,$2.76
09/20/2019,$2.79,281374,$2.6,$2.8,$2.6
09/19/2019,$2.62,73517,$2.69,$2.71,$2.6
09/18/2019,$2.71,117154,$2.67,$2.74,$2.57
09/17/2019,$2.69,345279,$2.78,$2.84,$2.57
09/16/2019,$2.77,158986,$2.7,$2.88,$2.67
09/13/2019,$2.73,244827,$2.79,$2.88,$2.69
09/12/2019,$2.83,170832,$2.81,$2.92,$2.61
09/11/2019,$2.83,489410,$2.7,$2.92,$2.68
09/10/2019,$2.69,273962,$2.54,$2.72,$2.52
09/09/2019,$2.54,199629,$2.41,$2.55,$2.41
09/06/2019,$2.44,65609,$2.4,$2.48,$2.38
09/05/2019,$2.43,84016,$2.43,$2.48,$2.4
09/04/2019,$2.43,36210,$2.41,$2.4444,$2.375
09/03/2019,$2.38,33598,$2.43,$2.44,$2.37
08/30/2019,$2.41,47024,$2.4,$2.45,$2.34
08/29/2019,$2.39,58229,$2.41,$2.44,$2.36
08/28/2019,$2.38,43253,$2.29,$2.41,$2.26
08/27/2019,$2.31,38792,$2.3,$2.32,$2.27
08/26/2019,$2.32,33665,$2.35,$2.35,$2.3
08/23/2019,$2.36,62355,$2.49,$2.49,$2.33
08/22/2019,$2.49,151848,$2.34,$2.52,$2.34
08/21/2019,$2.33,170590,$2.22,$2.39,$2.22
08/20/2019,$2.23,85063,$2.13,$2.25,$2.1012
08/19/2019,$2.12,92176,$2.06,$2.13,$2.03
08/16/2019,$2.05,66047,$2.15,$2.15,$2.05
08/15/2019,$2.07,247672,$2.05,$2.17,$1.87
08/14/2019,$2,172458,$2.01,$2.05,$1.93
08/13/2019,$2.05,229749,$2.1,$2.16,$2.03
08/12/2019,$2.12,129883,$2.23,$2.25,$2.1
08/09/2019,$2.25,457377,$2.39,$2.43,$2.2
08/08/2019,$2.48,173346,$2.45,$2.6,$2.42
08/07/2019,$2.44,49198,$2.41,$2.48,$2.39
08/06/2019,$2.43,101878,$2.47,$2.47,$2.3306
08/05/2019,$2.44,95031,$2.42,$2.47,$2.32
08/02/2019,$2.44,65055,$2.36,$2.44,$2.36
08/01/2019,$2.39,73788,$2.41,$2.5,$2.37
07/31/2019,$2.42,120088,$2.47,$2.56,$2.42
07/30/2019,$2.46,90636,$2.35,$2.47,$2.35
07/29/2019,$2.38,415410,$2.37,$2.46,$2.37
07/26/2019,$2.4,46760,$2.38,$2.44,$2.38
07/25/2019,$2.39,42309,$2.43,$2.44,$2.36
07/24/2019,$2.45,42759,$2.41,$2.48,$2.41
07/23/2019,$2.45,52025,$2.45,$2.46,$2.38
07/22/2019,$2.41,128215,$2.46,$2.46,$2.36
07/19/2019,$2.45,87529,$2.4,$2.48,$2.38
07/18/2019,$2.42,104087,$2.49,$2.5,$2.39
07/17/2019,$2.5,43662,$2.5,$2.54,$2.48
07/16/2019,$2.53,112239,$2.52,$2.59,$2.5
07/15/2019,$2.55,51315,$2.53,$2.62,$2.5
07/12/2019,$2.53,233033,$2.64,$2.72,$2.53
07/11/2019,$2.61,227563,$2.53,$2.65,$2.49
07/10/2019,$2.52,233286,$2.45,$2.55,$2.45
07/09/2019,$2.45,112761,$2.39,$2.49,$2.38
07/08/2019,$2.42,101138,$2.35,$2.45,$2.34
07/05/2019,$2.38,97575,$2.41,$2.41,$2.35
07/03/2019,$2.4,74741,$2.42,$2.42,$2.38
07/02/2019,$2.42,150199,$2.39,$2.43,$2.37
07/01/2019,$2.4,176000,$2.46,$2.5,$2.4
06/28/2019,$2.4,2053731,$2.49,$2.52,$2.39
06/27/2019,$2.51,272791,$2.5,$2.55,$2.43
06/26/2019,$2.51,464537,$2.4,$2.6,$2.4
06/25/2019,$2.39,101328,$2.4,$2.44,$2.38
06/24/2019,$2.41,360036,$2.41,$2.47,$2.38
06/21/2019,$2.44,268968,$2.43,$2.5,$2.4
06/20/2019,$2.46,121450,$2.49,$2.5127,$2.42
06/19/2019,$2.49,131003,$2.57,$2.57,$2.42
06/18/2019,$2.55,372670,$2.39,$2.635,$2.39
06/17/2019,$2.36,265542,$2.41,$2.47,$2.32
06/14/2019,$2.42,171009,$2.36,$2.44,$2.355
06/13/2019,$2.38,181053,$2.31,$2.39,$2.3
06/12/2019,$2.31,106387,$2.35,$2.35,$2.27
06/11/2019,$2.35,102829,$2.41,$2.415,$2.34
06/10/2019,$2.39,274568,$2.22,$2.43,$2.22
06/07/2019,$2.22,107425,$2.3,$2.31,$2.22
06/06/2019,$2.3,126021,$2.28,$2.32,$2.25
06/05/2019,$2.28,112843,$2.38,$2.38,$2.24
06/04/2019,$2.35,260353,$2.22,$2.4,$2.21
06/03/2019,$2.21,169694,$2.36,$2.36,$2.2
05/31/2019,$2.33,284217,$2.41,$2.415,$2.29
05/30/2019,$2.44,119285,$2.41,$2.45,$2.3601
05/29/2019,$2.42,129192,$2.45,$2.45,$2.38
05/28/2019,$2.46,195413,$2.29,$2.47,$2.26
05/24/2019,$2.31,129608,$2.25,$2.33,$2.23
05/23/2019,$2.24,289411,$2.31,$2.34,$2.23
05/22/2019,$2.32,138791,$2.36,$2.4,$2.28
05/21/2019,$2.39,166569,$2.33,$2.39,$2.3
05/20/2019,$2.34,115149,$2.39,$2.4,$2.33
05/17/2019,$2.42,134825,$2.41,$2.43,$2.34
05/16/2019,$2.42,103173,$2.41,$2.44,$2.39
05/15/2019,$2.44,136894,$2.38,$2.46,$2.33
05/14/2019,$2.42,226757,$2.43,$2.4378,$2.3849
05/13/2019,$2.41,405415,$2.4,$2.5595,$2.35
05/10/2019,$2.48,214797,$2.44,$2.503,$2.35
05/09/2019,$2.46,155857,$2.38,$2.46,$2.32
05/08/2019,$2.4,97324,$2.4,$2.42,$2.36
05/07/2019,$2.41,255743,$2.4,$2.42,$2.36
05/06/2019,$2.4,288714,$2.4,$2.41,$2.28
05/03/2019,$2.41,304034,$2.44,$2.44,$2.3948
05/02/2019,$2.43,103379,$2.44,$2.46,$2.39
05/01/2019,$2.45,157178,$2.48,$2.48,$2.41
04/30/2019,$2.46,331507,$2.51,$2.51,$2.4
04/29/2019,$2.45,252820,$2.45,$2.52,$2.41
04/26/2019,$2.45,301070,$2.37,$2.47,$2.36
04/25/2019,$2.37,437652,$2.47,$2.47,$2.3693
04/24/2019,$2.47,139589,$2.43,$2.52,$2.41
04/23/2019,$2.45,165258,$2.43,$2.4676,$2.37
04/22/2019,$2.38,404742,$2.38,$2.41,$2.3332
04/18/2019,$2.35,415941,$2.39,$2.42,$2.33
04/17/2019,$2.39,269096,$2.55,$2.55,$2.38
04/16/2019,$2.51,278392,$2.54,$2.5499,$2.45
04/15/2019,$2.53,215493,$2.58,$2.62,$2.52
04/12/2019,$2.55,593182,$2.82,$2.85,$2.5
04/11/2019,$2.81,417229,$3,$3,$2.74
04/10/2019,$3,243346,$2.91,$3.08,$2.88
04/09/2019,$2.92,245061,$3.06,$3.06,$2.89
04/08/2019,$2.93,301986,$2.82,$2.97,$2.73
04/05/2019,$2.82,210168,$2.85,$2.87,$2.7685
